,001_turnover,002_morning_diff,003_ov_momentum,004_asym_ov,005_tug_of_war,006_rv_momentum,007,008,009,010,011,012,013,014,015,016,017,018,019
2024-08-29,0.13122923588039867,0.11794019933554817,0.08222591362126246,0.0888704318936877,0.0755813953488372,0.1536544850498339,0.020764119601328904,0.04235880398671096,0.026578073089700997,0.03488372093023256,0.004152823920265781,0.011627906976744186,0.011627906976744186,0.030730897009966777,0.018272425249169437,0.02823920265780731,0.0340531561461794,0.05149501661129568,0.03571428571428571
2024-08-30,0.12530712530712532,0.11384111384111384,0.07534807534807535,0.08435708435708436,0.07452907452907453,0.1506961506961507,0.02293202293202293,0.043407043407043405,0.02620802620802621,0.03767403767403767,0.009828009828009828,0.013923013923013924,0.015561015561015561,0.03521703521703522,0.02375102375102375,0.03276003276003276,0.031122031122031123,0.04586404586404586,0.03767403767403767
2024-09-02,0.13175122749590834,0.11620294599018004,0.07037643207855974,0.09492635024549918,0.07692307692307693,0.15875613747954173,0.023731587561374796,0.044189852700491,0.024549918166939442,0.04337152209492635,0.004909983633387889,0.01309328968903437,0.010638297872340425,0.028641571194762683,0.02536824877250409,0.027823240589198037,0.027004909983633387,0.041734860883797055,0.03600654664484452
2024-09-03,0.12406328059950042,0.11490424646128226,0.07993338884263114,0.09408825978351373,0.07243963363863447,0.1582014987510408,0.017485428809325562,0.04746044962531224,0.018318068276436304,0.03663613655287261,0.00832639467110741,0.01498751040799334,0.011656952539550375,0.027477102414654453,0.02497918401332223,0.026644462947543714,0.03330557868442964,0.044962531223980015,0.04412989175686927
2024-09-04,0.12760633861551293,0.12260216847372811,0.0817347789824854,0.08924103419516263,0.0725604670558799,0.16013344453711426,0.020850708924103418,0.05004170141784821,0.01751459549624687,0.03919933277731443,0.006672226855713094,0.010842368640533779,0.016680567139282735,0.030025020850708923,0.02418682235195997,0.027522935779816515,0.029190992493744787,0.03502919099249374,0.03836530442035029
2024-09-05,0.12362404741744284,0.12531752751905165,0.08128704487722269,0.09398814563928874,0.07874682472480948,0.15410668924640136,0.027095681625740897,0.04149026248941575,0.02201524132091448,0.03302286198137172,0.005080440304826418,0.01100762066045724,0.012701100762066046,0.024555461473327687,0.027095681625740897,0.03217612193056731,0.03048264182895851,0.03810330228619814,0.03810330228619814
2024-09-06,0.14130434782608695,0.12290969899665552,0.07357859531772576,0.08779264214046822,0.07608695652173914,0.1479933110367893,0.021739130434782608,0.046822742474916385,0.019230769230769232,0.04180602006688963,0.0016722408026755853,0.005852842809364548,0.017558528428093644,0.025919732441471572,0.024247491638795988,0.03177257525083612,0.03177257525083612,0.04180602006688963,0.04013377926421405
2024-09-09,0.13311148086522462,0.12063227953410982,0.0723793677204659,0.09068219633943428,0.08319467554076539,0.15973377703826955,0.02329450915141431,0.045757071547420966,0.021630615640599003,0.036605657237936774,0.0066555740432612314,0.012479201331114808,0.014975041597337771,0.019966722129783693,0.021630615640599003,0.029950083194675542,0.03577371048252912,0.03577371048252912,0.03577371048252912
2024-09-10,0.13450292397660818,0.12280701754385964,0.07518796992481203,0.0935672514619883,0.08020050125313283,0.1545530492898914,0.02172096908939014,0.04845446950710108,0.018379281537176273,0.034252297410192145,0.005847953216374269,0.01086048454469507,0.011695906432748537,0.028404344193817876,0.018379281537176273,0.034252297410192145,0.030910609857978277,0.045112781954887216,0.030910609857978277
2024-09-11,0.12530712530712532,0.1122031122031122,0.07452907452907453,0.09172809172809172,0.08108108108108109,0.14823914823914824,0.02293202293202293,0.0475020475020475,0.025389025389025387,0.03357903357903358,0.006552006552006552,0.014742014742014743,0.0171990171990172,0.030303030303030304,0.018018018018018018,0.03357903357903358,0.036855036855036855,0.03931203931203931,0.04095004095004095
2024-09-12,0.13149078726968175,0.11725293132328309,0.0829145728643216,0.09296482412060302,0.076214405360134,0.1490787269681742,0.02512562814070352,0.048576214405360134,0.020938023450586266,0.032663316582914576,0.006700167504187605,0.010050251256281407,0.01507537688442211,0.03350083752093802,0.020938023450586266,0.02680067001675042,0.03350083752093802,0.03768844221105527,0.038525963149078725
2024-09-13,0.12531328320802004,0.11194653299916457,0.08771929824561403,0.09440267335004177,0.08521303258145363,0.1545530492898914,0.02172096908939014,0.042606516290726815,0.02172096908939014,0.03592314118629908,0.006683375104427736,0.00835421888053467,0.01670843776106934,0.026733500417710943,0.02422723475355054,0.030910609857978277,0.03508771929824561,0.040100250626566414,0.03007518796992481
2024-09-18,0.13443983402489626,0.11950207468879669,0.07800829875518672,0.08547717842323652,0.08547717842323652,0.14688796680497926,0.022406639004149378,0.04564315352697095,0.021576763485477178,0.036514522821576766,0.006639004149377593,0.011618257261410789,0.013278008298755186,0.023236514522821577,0.028215767634854772,0.027385892116182572,0.034854771784232366,0.03900414937759336,0.03983402489626556
2024-09-19,0.132890365448505,0.12624584717607973,0.08305647840531562,0.08637873754152824,0.08056478405315615,0.14700996677740863,0.022425249169435217,0.03903654485049834,0.027408637873754152,0.03488372093023256,0.004152823920265781,0.013289036544850499,0.013289036544850499,0.02408637873754153,0.026578073089700997,0.029900332225913623,0.03571428571428571,0.03820598006644518,0.03488372093023256
2024-09-20,0.1336675020885547,0.12531328320802004,0.08020050125313283,0.0960735171261487,0.07936507936507936,0.15121136173767752,0.01921470342522974,0.04177109440267335,0.028404344193817876,0.03926482873851295,0.002506265664160401,0.011695906432748537,0.01086048454469507,0.022556390977443608,0.015873015873015872,0.026733500417710943,0.03842940685045948,0.040100250626566414,0.036758563074352546
2024-09-23,0.12895174708818635,0.11813643926788686,0.08319467554076539,0.08153078202995008,0.08402662229617304,0.14559068219633944,0.024126455906821963,0.04326123128119801,0.025790349417637273,0.03743760399334443,0.005823627287853577,0.011647254575707155,0.014143094841930116,0.030782029950083195,0.024958402662229616,0.026622296173044926,0.03494176372712146,0.04076539101497504,0.03826955074875208
2024-09-24,0.11764705882352941,0.11019055509527755,0.07870753935376967,0.08782104391052195,0.08285004142502071,0.15327257663628832,0.02236951118475559,0.043910521955260975,0.0231980115990058,0.03645401822700911,0.004971002485501243,0.015741507870753936,0.018227009113504555,0.026512013256006627,0.03231151615575808,0.033140016570008285,0.033140016570008285,0.04308202154101077,0.03645401822700911
2024-09-25,0.11529026982829109,0.11856091578086672,0.07522485690923958,0.09239574816026165,0.08994276369582993,0.15290269828291086,0.019623875715453803,0.041700735895339326,0.02125919869174162,0.033524121013900246,0.007358953393295176,0.013082583810302535,0.017170891251022075,0.02698282910874898,0.022894521668029435,0.032706459525756335,0.032706459525756335,0.044971381847914965,0.041700735895339326
2024-09-26,0.11620294599018004,0.11865793780687398,0.08919803600654665,0.08756137479541735,0.07610474631751228,0.15220949263502456,0.029459901800327332,0.045008183306055646,0.02127659574468085,0.03436988543371522,0.012274959083469721,0.01309328968903437,0.015548281505728314,0.02536824877250409,0.02536824877250409,0.03436988543371522,0.028641571194762683,0.038461538461538464,0.036824877250409165
2024-09-27,0.1276595744680851,0.10965630114566285,0.08265139116202946,0.09492635024549918,0.08346972176759411,0.15548281505728315,0.02618657937806874,0.038461538461538464,0.019639934533551555,0.03355155482815057,0.004909983633387889,0.012274959083469721,0.015548281505728314,0.024549918166939442,0.018821603927986905,0.036824877250409165,0.03764320785597381,0.0425531914893617,0.03518821603927987
2024-09-30,0.13079470198675497,0.11754966887417219,0.08609271523178808,0.09519867549668874,0.07864238410596026,0.15397350993377484,0.016556291390728478,0.043874172185430466,0.018211920529801324,0.03642384105960265,0.009105960264900662,0.01076158940397351,0.013245033112582781,0.029801324503311258,0.024834437086092714,0.024834437086092714,0.03559602649006623,0.04552980132450331,0.028973509933774833
2024-10-08,0.12344656172328086,0.10853355426677713,0.0811930405965203,0.0927920463960232,0.07705053852526926,0.15990057995028997,0.018227009113504555,0.03976801988400994,0.021541010770505385,0.037282518641259324,0.009942004971002486,0.013256006628003313,0.012427506213753107,0.02236951118475559,0.03148301574150787,0.030654515327257662,0.04473902236951118,0.03976801988400994,0.035625517812758904
2024-10-09,0.11970074812967581,0.10390689941812137,0.07813798836242726,0.09559434746467166,0.0831255195344971,0.1629260182876143,0.021612635078969242,0.03906899418121363,0.01828761429758936,0.03325020781379884,0.012468827930174564,0.011637572734829594,0.014962593516209476,0.032418952618453865,0.022443890274314215,0.03325020781379884,0.04738154613466334,0.03740648379052369,0.032418952618453865
2024-10-10,0.1180842279108175,0.1106523534269199,0.08340214698596202,0.09496284062758051,0.08587943848059455,0.1568951279933939,0.01981833195706028,0.037159372419488024,0.01981833195706028,0.03468208092485549,0.007431874483897605,0.010734929810074319,0.01486374896779521,0.026424442609413706,0.023121387283236993,0.03963666391412056,0.04128819157720892,0.04128819157720892,0.033856317093311314
2024-10-11,0.12346688470973018,0.1054783319705642,0.08094848732624693,0.0866721177432543,0.08013082583810302,0.1635322976287817,0.019623875715453803,0.03679476696647588,0.022076860179885527,0.03679476696647588,0.006541291905151268,0.012264922322158627,0.013082583810302535,0.024529844644317254,0.02698282910874898,0.03761242845461979,0.04088307440719542,0.044971381847914965,0.03761242845461979
2024-10-14,0.1147811725846408,0.10652353426919901,0.08670520231213873,0.08835672997522709,0.08257638315441784,0.17010734929810073,0.021469859620148638,0.03633360858794385,0.021469859620148638,0.03137902559867878,0.007431874483897605,0.007431874483897605,0.017341040462427744,0.022295623451692816,0.028075970272502065,0.037985136251032205,0.04128819157720892,0.04376548307184145,0.03468208092485549
2024-10-15,0.12614107883817427,0.11120331950207468,0.09045643153526971,0.08962655601659751,0.07800829875518672,0.16016597510373445,0.014937759336099586,0.03900414937759336,0.023236514522821577,0.03402489626556016,0.005809128630705394,0.00995850622406639,0.017427385892116183,0.017427385892116183,0.023236514522821577,0.03900414937759336,0.04398340248962656,0.03983402489626556,0.036514522821576766
2024-10-16,0.11818181818181818,0.10743801652892562,0.08264462809917356,0.08677685950413223,0.08264462809917356,0.16363636363636364,0.017355371900826446,0.03801652892561983,0.023140495867768594,0.032231404958677684,0.011570247933884297,0.014049586776859505,0.01652892561983471,0.01818181818181818,0.026446280991735537,0.04462809917355372,0.043801652892561986,0.043801652892561986,0.028925619834710745
2024-10-17,0.11204717775905644,0.11204717775905644,0.09519797809604044,0.08761583824768324,0.07750631844987363,0.16175231676495366,0.015164279696714406,0.041280539174389216,0.017691659646166806,0.03622577927548441,0.011794439764111205,0.011794439764111205,0.011794439764111205,0.019376579612468407,0.030328559393428812,0.03622577927548441,0.04296545914069082,0.041280539174389216,0.037910699241786014
2024-10-18,0.11322314049586776,0.10413223140495868,0.0884297520661157,0.08760330578512397,0.07190082644628099,0.1628099173553719,0.017355371900826446,0.04214876033057851,0.02231404958677686,0.03636363636363636,0.014049586776859505,0.01652892561983471,0.011570247933884297,0.0256198347107438,0.02727272727272727,0.04049586776859504,0.04049586776859504,0.04214876033057851,0.03553719008264463
2024-10-21,0.11397670549084858,0.10981697171381032,0.08818635607321132,0.09484193011647254,0.07154742096505824,0.16472545757071547,0.016638935108153077,0.03993344425956739,0.020798668885191347,0.033277870216306155,0.0074875207986688855,0.014143094841930116,0.015806988352745424,0.02745424292845258,0.03161397670549085,0.036605657237936774,0.04076539101497504,0.04159733777038269,0.030782029950083195
2024-10-22,0.11622073578595318,0.10953177257525083,0.08695652173913043,0.09280936454849498,0.08193979933110368,0.16304347826086957,0.01588628762541806,0.03511705685618729,0.020903010033444816,0.03511705685618729,0.00919732441471572,0.01588628762541806,0.014214046822742474,0.026755852842809364,0.023411371237458192,0.042642140468227424,0.04180602006688963,0.038461538461538464,0.030100334448160536
2024-10-23,0.11890999174236168,0.10239471511147812,0.08340214698596202,0.08587943848059455,0.08587943848059455,0.16432700247729148,0.01981833195706028,0.037985136251032205,0.022295623451692816,0.037985136251032205,0.006606110652353427,0.01981833195706028,0.016515276630883566,0.022295623451692816,0.026424442609413706,0.03468208092485549,0.042113955408753095,0.04046242774566474,0.03220478943022296
2024-10-24,0.11212624584717608,0.1079734219269103,0.08388704318936877,0.08803986710963455,0.07890365448504984,0.1569767441860465,0.018272425249169437,0.04401993355481727,0.02408637873754153,0.03903654485049834,0.007475083056478406,0.011627906976744186,0.013289036544850499,0.024916943521594685,0.029069767441860465,0.03571428571428571,0.04817275747508306,0.04318936877076412,0.03322259136212625
2024-10-25,0.11784511784511785,0.12457912457912458,0.08417508417508418,0.08333333333333333,0.08080808080808081,0.16498316498316498,0.018518518518518517,0.03956228956228956,0.02356902356902357,0.04292929292929293,0.007575757575757576,0.010942760942760943,0.013468013468013467,0.017676767676767676,0.02356902356902357,0.03282828282828283,0.04377104377104377,0.034511784511784514,0.03535353535353535
2024-10-28,0.12301255230125523,0.11548117154811716,0.0887029288702929,0.08702928870292886,0.07866108786610879,0.15230125523012553,0.022594142259414227,0.045188284518828455,0.018410041841004185,0.048535564853556486,0.0066945606694560665,0.012552301255230125,0.01506276150627615,0.02092050209205021,0.022594142259414227,0.03430962343096234,0.04184100418410042,0.03347280334728033,0.032635983263598324
2024-10-29,0.12908633696563285,0.12070410729253982,0.09052808046940486,0.08549874266554904,0.07292539815590947,0.15758591785414922,0.022632020117351215,0.041911148365465216,0.01592623637887678,0.04107292539815591,0.00586756077116513,0.010896898575020955,0.013411567476948869,0.022632020117351215,0.02179379715004191,0.03185247275775356,0.04610226320201174,0.040234702430846606,0.02933780385582565
